has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,full_time_position,case_status,processing_time_days,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year,high_processing_delay,high_wage_flag
1,0,-0.1755019882933999,0.6512299251107743,0.6199048327698926,1,1,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
1,1,0.4409994821023605,0.6276261462904091,2.757288173372761,1,1,12,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.0336594421054927,0.1791543487034736,-0.0065851597420119,1,0,59,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
1,0,3.1022191730152,0.2735694639849337,-1.3395654766461984,1,1,15,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0,0
1,0,-0.1276383247877733,0.509607252188584,-1.104294395709198,1,1,22,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.0403909527720375,0.5804185886496791,1.4387096619263324,1,1,10,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
0,0,-0.210864274846872,-0.1749023336020018,0.1039915780330542,1,1,34,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1,1
0,0,-0.2092469638425723,0.6748337039311393,-0.0629904481619765,1,0,39,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0
1,0,-0.1731415884492868,0.7928525980329644,1.1973734371713347,0,1,23,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0,1
1,0,-0.1219121696103878,-0.269317448883462,-0.545554784253932,1,1,33,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0
0,0,-0.1814029879036826,-2.2520348697941244,0.2963664356119479,0,1,33,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,1,1
1,0,-0.2371783619979106,0.0375316757812834,-0.0600166664741712,1,1,11,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0
0,0,-0.1996305200332226,0.4151921369071239,0.4739918585990708,1,1,22,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0,1
1,0,-0.2146671412623875,0.3679845792663938,0.2248822601529455,1,1,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,1,-0.1214313474199203,0.6040223674700441,0.5410123320785741,1,1,9,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,1
1,0,-0.2469259391319331,0.5804185886496791,-0.6348577929384124,1,1,27,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.2145797190459389,0.6984374827515043,2.1723917416688487,1,1,9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,0,-0.1861674987001332,0.4387959157274889,0.0972889247955457,0,1,21,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
1,0,-0.2042201863967759,-2.3464499850755844,1.162745902218178,0,1,32,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1,1
0,0,-0.1421504127182464,-0.3873363429852871,-0.0450297989117836,0,1,33,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0
0,0,-0.1430246348827327,0.486003473368219,0.1413495921483043,1,1,20,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,1
0,0,-0.1686393443021822,0.7220412615718693,2.861198232602837,0,1,32,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,0,-0.006777110547538,0.509607252188584,0.34017111462637,1,0,47,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,0,-0.1375607463546931,0.0375316757812834,-1.3626019656701518,1,0,58,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
1,1,-0.2457894503181009,-0.340128785344557,0.6884693779203529,1,1,10,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,1,-0.1512860343371286,-1.6619403992849988,-0.4448707082402594,1,1,27,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0
0,0,-0.0847140165114944,0.6512299251107743,0.9633849486928338,1,1,16,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
1,0,-0.0849762831608403,0.7456450403922343,-0.6593308082367436,1,1,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.1948660092367721,0.2263619063442036,1.5501403252974766,0,1,16,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
1,0,0.6164558705147671,0.6040223674700441,-0.5836464927560563,1,1,33,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.1348506576447855,0.2263619063442036,-0.3756779313541479,1,1,23,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0,0
1,0,-0.0113667769110913,0.4387959157274889,-0.8608544088038624,1,0,57,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
0,1,-0.1562691006747006,0.4387959157274889,-0.9756886567681552,1,1,29,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0
1,0,-0.1330585022075885,0.6748337039311393,-0.2440232425519865,1,1,19,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.2378340286212753,0.2735694639849337,1.5487172421976716,1,1,9,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,1
1,0,-0.1425875238004895,-1.095449707596238,0.2189950963926673,1,1,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,1,-0.1528159231249796,-0.4581476794463822,-0.4712768899101998,1,0,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1,0
0,0,-0.2151042523446307,0.2735694639849337,-0.1564786389696739,1,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0
1,0,-0.1109406814460844,0.5568148098293141,0.4007843060279837,0,1,15,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
0,0,-0.1757205438345215,0.4387959157274889,0.7679316041368598,1,1,27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
1,0,-0.1411450572290871,-0.0804872183205417,-0.7467167444910043,1,1,24,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0
1,0,0.2651496937159351,0.3679845792663938,-1.4053799042392603,1,1,20,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,0
1,0,-0.1442048348047893,0.4387959157274889,0.7449379060629537,1,1,19,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
1,1,-0.2136617857732282,0.3443808004460288,0.2158155015955632,1,1,15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.1242288583462766,0.3915883580867589,-1.1413780554588788,1,1,34,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0
0,0,-0.0942867492126198,0.6512299251107743,-0.5165014332361497,1,1,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,0,-0.1330147910993642,0.7692488192125994,-1.3160401104849782,1,1,26,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0
0,1,-0.0142954211621205,0.7220412615718693,-0.1333946254834999,1,0,40,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0
1,1,-0.1466963679735753,0.3443808004460288,-0.296587380513495,1,1,27,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0
0,0,-0.0243489760537133,0.5804185886496791,-1.407795616202253,1,0,49,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0
1,0,-0.1901889206567703,0.3679845792663938,-0.2246381848185798,1,1,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.2433416282575392,0.509607252188584,0.5389345095749465,1,0,48,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,1
1,0,-0.1593725893586271,0.6512299251107743,0.9280097081567698,1,1,15,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
0,0,-0.2442158504220255,-0.269317448883462,0.1489887234341948,0,0,51,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.1572307450556356,-3.1253746861476306,-1.3090305363181474,1,1,17,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,0,0
1,1,-0.1317034578526347,0.7928525980329644,1.4875369760376864,1,1,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
1,0,-0.2349490954784704,0.6040223674700441,-0.6891222084725996,1,1,34,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,0
1,0,-0.190014076223873,0.509607252188584,-1.4053889963694428,1,0,52,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0
1,0,-0.1724422107176977,0.6512299251107743,-0.2448909900036109,1,1,19,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0
1,0,-0.1017613487189779,-1.048242149955508,0.8872624993253783,1,0,41,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.2279553181625798,-2.1104121968719345,0.91043872162869,1,1,18,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.085763083108878,0.509607252188584,-0.5166165522522063,1,1,26,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0
0,0,-0.2439972948809039,0.4623996945478539,-1.403494695919587,1,0,34,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0
1,0,-0.1418007238524518,-3.337808695530916,-1.354323620900368,1,1,31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.1920247872021916,0.4623996945478539,0.6309897715775179,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,0,-0.1800042324405045,0.509607252188584,-1.3985785459125073,1,1,17,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0,0
0,1,-0.2012915421457467,0.4387959157274889,2.266803535371816,1,0,41,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1
1,0,1.1780999000890104,-0.7649968041111276,0.5229204698709353,1,1,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.0712947062866293,0.509607252188584,0.7465045092518563,1,1,11,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.2460080058592225,0.486003473368219,-0.0696203946525016,1,0,55,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
1,0,-0.1445982347788081,0.6512299251107743,0.1830859156834457,1,1,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,1,-0.202996275366495,0.5332110310089491,1.8850507014412408,1,1,19,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.1393091906836658,0.0375316757812834,-0.7619561922629634,1,1,32,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
0,0,-0.1928552982584536,0.2263619063442036,0.1014341560760197,0,0,41,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,0,-0.0529797519406406,0.4387959157274889,0.7359953548650009,1,0,59,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1
0,0,-0.1365553908655339,-0.9538270346740478,0.084026002366704,1,0,45,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.1883093430031246,0.6748337039311393,1.2465107016598018,1,1,17,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,1,-0.1461281235666592,0.6276261462904091,0.7094625044093008,1,0,57,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
0,0,-0.0683660620356001,0.5804185886496791,0.973672006688514,1,0,38,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
0,0,-0.0874241052214021,-0.2221098912427319,-1.399754922144646,1,0,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0
0,0,-0.2263817182665043,0.7220412615718693,-0.4752041902902112,1,1,22,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0
1,0,-0.1286436802769326,0.4387959157274889,-0.0969539660274511,1,1,14,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.1868668764317222,0.509607252188584,0.4786786036721794,0,1,19,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.1352440576188044,-0.0568834395001766,0.3217615390816538,1,0,56,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.0936747936974793,0.0611354546016484,-0.7566226600864838,1,1,31,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1,0
0,0,-0.1669783221896582,-0.0568834395001766,-1.4022522303904836,1,0,31,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0
0,0,4.452761283821909,-0.2221098912427319,1.6129858410400577,1,0,59,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
1,0,-0.1503681010644179,0.6512299251107743,-0.8749807238531289,1,1,32,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
1,0,-0.2331132289330491,0.6512299251107743,-0.5875980287183954,1,1,34,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,1,0
1,0,-0.2379214508377239,0.6748337039311393,0.1097789593567177,1,1,11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
1,0,-0.2316707623616467,0.0611354546016484,0.7721330695419533,1,1,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.23433713996333,0.5568148098293141,0.3927876999027597,0,1,29,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,1
1,0,-0.1464341013242294,0.3679845792663938,-0.6218376050138217,1,1,18,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0,0
0,0,-0.2088098527603291,0.0375316757812834,-0.1953691749861781,1,0,46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.1602031004148891,0.6276261462904091,-0.1545091192245734,1,1,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.1208193919047799,-0.8594119193925878,0.4366987882708396,1,1,33,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
1,0,-0.1382601240862822,0.509607252188584,-0.1759208775301351,1,1,15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
1,0,-0.2061434751586458,-0.5525627947278423,-0.0094413609874306,0,1,18,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0,0
1,0,-0.1897080984663028,-2.724110446201425,-0.0575667899137157,1,1,13,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.1418881460689005,-0.1276947759612717,0.2438840927407953,1,1,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.2031711197993923,0.6040223674700441,0.4640906765157648,1,1,7,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,0,1
0,0,-0.2019034976608871,0.1319467910627435,0.1713112094819154,1,1,30,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1,1
0,0,-0.102460726450567,0.6040223674700441,-0.3193256582705253,1,1,29,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,1,0
1,0,-0.2254637849937937,0.4151921369071239,-0.7962830545228669,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0
1,1,-0.1504555232808665,-0.0804872183205417,-0.1602313674207309,1,1,18,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.1759828104838674,0.1083430122423785,-0.8008007185411423,1,1,33,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0
0,0,-0.1977072312713527,0.509607252188584,-1.0988269998084552,1,0,52,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
0,0,-0.145691012484416,-0.1985061124223668,1.6325045731572407,0,1,16,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0,1
0,0,-0.1858615209425629,-1.5675252840035383,-0.4040865780139157,1,0,34,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,0
1,1,-0.1273323470302031,0.4151921369071239,-1.0466667251055797,1,1,25,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.199674231141447,0.6040223674700441,2.468558888694944,0,0,44,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,1,1
1,0,-0.2057500751846269,0.7692488192125994,-0.6475403867747975,1,1,19,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.1275071914631003,0.4151921369071239,-0.6743243027161736,1,1,19,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.1273760581384274,0.7220412615718693,1.1094789323691656,1,0,39,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,0,0.7701878381396885,0.6512299251107743,0.0147463181970891,0,1,19,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,0,-0.1541709674799334,0.4151921369071239,-0.7085686125237733,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.0510564631787707,0.6748337039311393,-0.243076918798284,1,0,31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0
0,0,-0.1360745686750664,0.6040223674700441,3.2744012787753083,1,1,16,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,0,1
1,0,-0.1894458318169569,-0.2457136700630969,-1.4032930748086692,1,1,29,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0
0,0,-0.2071488306478051,-3.8098842719382167,-0.8309181630955009,1,1,23,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.0602357959058772,0.6040223674700441,-1.0409696591941842,1,1,20,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0
1,1,4.703969022787056,0.7456450403922343,1.712342072218853,1,1,14,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,1
1,0,-0.1625635002590022,0.5332110310089491,1.0816773113105125,1,1,15,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.1632191668823669,-3.3142049167105507,-0.1999334167642398,1,1,11,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
0,0,-0.1232672139653416,0.7928525980329644,0.0648946608857906,1,1,28,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,1,1
1,0,-0.1954779647519126,-1.5439215051831736,0.644956661936785,1,1,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
1,0,-0.2453523392358577,0.2027581275238386,-0.5198018272639183,0,1,21,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0
0,0,-0.0558209739752212,-0.8358081405722226,0.27008427196095,0,1,29,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,0,2.9829315586710403,0.5804185886496791,-0.2581480428773576,1,1,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,0
0,1,-0.2238901850977183,-2.9365444555847104,-0.1539551089598007,1,1,32,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,0
1,0,-0.1239665916969307,-0.0568834395001766,0.4912015834780783,1,1,11,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,1
0,1,-0.1762887882414376,0.4623996945478539,-0.4387599333649106,1,1,21,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.1685956331939579,-0.8594119193925878,-1.157496989792652,1,1,27,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.1039031930219694,0.6040223674700441,-1.4029750490597883,1,1,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0
1,0,-0.2270810959980934,0.5804185886496791,-1.3191045862660256,1,1,27,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.0609351736374662,-2.2520348697941244,1.4118761387773795,1,1,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
0,0,-0.1460407013502106,-1.095449707596238,0.9331379952454116,1,0,58,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
0,0,1.9531852711225917,-0.1040909971409067,-1.3997318150316205,1,0,42,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0
1,0,-0.1488819233847911,-0.316525006524192,-0.1045616667925103,1,1,16,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0,0
1,0,-0.2365664064827701,0.5568148098293141,-1.401942609465818,1,0,45,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0
1,0,-0.2314084957123008,0.6984374827515043,1.031446984190968,0,1,34,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,1,-0.2467510946990359,0.4623996945478539,-0.6949610904087093,1,1,25,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0
1,1,-0.1121208813681409,0.509607252188584,0.1387035588433839,1,1,18,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.0227316650494136,0.4151921369071239,-1.2912952022474078,1,1,26,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.2352987843442649,0.6512299251107743,-0.5664280582146498,1,1,31,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1,0
1,0,-0.1635251446399372,-4.211148511884422,0.5647249559813735,1,1,14,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0,1
1,0,-0.1379978574369363,-1.4022988322609835,0.9631350192500792,1,1,11,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,1
1,1,-0.195259409210791,0.7928525980329644,0.1393668185691184,1,1,11,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0,1
1,0,-0.2329820956083761,0.5804185886496791,-1.3334865109726544,1,1,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.1218247473939392,-1.2842799381591583,-0.3472206241892377,0,1,24,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.2120444747689285,-0.7649968041111276,0.7338145311364807,1,1,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.1323154133677752,0.6984374827515043,-0.5180402033734726,1,1,26,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.0645631956200845,0.6276261462904091,0.9274144216658452,0,1,33,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,0,-0.2276493404050096,0.4387959157274889,-0.1621001580267822,1,1,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0
1,0,-0.1012368154202861,0.3207770216256638,1.8910830893549984,1,0,48,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
0,0,-0.0886480162516829,0.2027581275238386,-1.4061117090080746,1,0,53,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0
0,0,-0.2314084957123008,0.2971732428052988,-0.0498000431396308,1,0,56,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1,0
0,0,-0.2389268063268832,0.0611354546016484,-0.4561788794819815,1,1,30,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0
1,0,-0.0090063770669782,-0.0096758818594466,-1.2378549858528496,1,1,25,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0
1,0,-0.1143938589958054,0.3207770216256638,-1.213936170159778,1,1,22,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,1.0020752672696878,0.4151921369071239,-0.2407561724499184,1,1,19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
1,0,-0.1075312150045877,0.3679845792663938,-0.2541681058419783,1,1,17,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0
1,0,0.0066859107855514,0.4387959157274889,-0.8041105795932577,1,1,21,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,0
1,1,-0.1065695706236527,0.4623996945478539,0.358394379131942,1,1,19,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.1293430580085216,0.7220412615718693,0.6715124225914041,1,1,15,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
0,1,-0.1262395693245952,0.5332110310089491,0.9103336376584408,1,1,33,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1,1
1,0,-0.2050069863448136,0.1555505698831085,0.5953380939305283,1,0,56,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,1,1.6785920892574349,0.6276261462904091,1.134048700656321,1,1,14,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.1792611436006911,-1.142657265236968,0.9853846092103296,1,1,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,1,-0.0536791296722297,-0.4109401218056521,0.7367343507855093,1,1,25,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
0,0,-0.1633940113152642,0.509607252188584,0.4912572495812373,1,1,31,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,1,1
0,0,-0.2191256743012678,-0.5997703523685723,1.0171012235173431,1,0,34,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,1,-0.2233656517990265,0.7220412615718693,-1.4038078518311436,1,0,41,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,0
0,0,-0.2293103625175336,0.6040223674700441,0.2717779226165862,1,1,16,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
