has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,full_time_position,case_status,processing_time_days,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year
0,0,-0.21086427484687204,-0.17490233360200183,0.10399157803305423,1,1,34,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,-0.20924696384257233,0.6748337039311393,-0.0629904481619765,1,0,39,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.17314158844928684,0.7928525980329644,1.1973734371713347,0,1,23,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.12191216961038787,-0.269317448883462,-0.545554784253932,1,1,33,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,-0.18140298790368267,-2.2520348697941244,0.2963664356119479,0,1,33,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.2371783619979106,0.037531675781283434,-0.06001666647417121,1,1,11,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,-0.19963052003322268,0.4151921369071239,0.4739918585990708,1,1,22,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.21466714126238756,0.36798457926639383,0.22488226015294557,1,1,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,-0.12143134741992039,0.6040223674700441,0.5410123320785741,1,1,9,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,-0.24692593913193317,0.5804185886496791,-0.6348577929384124,1,1,27,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.21457971904593892,0.6984374827515043,2.1723917416688487,1,1,9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.1861674987001332,0.43879591572748894,0.09728892479554571,0,1,21,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.20422018639677592,-2.3464499850755844,1.162745902218178,0,1,32,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,-0.1421504127182464,-0.38733634298528713,-0.04502979891178362,0,1,33,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.14302463488273276,0.48600347336821903,0.14134959214830436,1,1,20,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,-0.16863934430218225,0.7220412615718693,2.861198232602837,0,1,32,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.006777110547538092,0.509607252188584,0.34017111462637,1,0,47,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,-0.13756074635469318,0.037531675781283434,-1.3626019656701518,1,0,58,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
1,1,-0.24578945031810095,-0.34012878534455704,0.6884693779203529,1,1,10,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,1,-0.1512860343371286,-1.6619403992849988,-0.4448707082402594,1,1,27,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.08471401651149449,0.6512299251107743,0.9633849486928338,1,1,16,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.08497628316084038,0.7456450403922343,-0.6593308082367436,1,1,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.19486600923677216,0.22636190634420367,1.5501403252974766,0,1,16,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,0.6164558705147671,0.6040223674700441,-0.5836464927560563,1,1,33,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,-0.13485065764478557,0.22636190634420367,-0.3756779313541479,1,1,23,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.01136677691109133,0.43879591572748894,-0.8608544088038624,1,0,57,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,1,-0.15626910067470065,0.43879591572748894,-0.9756886567681552,1,1,29,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.13305850220758858,0.6748337039311393,-0.24402324255198654,1,1,19,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.23783402862127534,0.27356946398493376,1.5487172421976716,1,1,9,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.14258752380048959,-1.095449707596238,0.21899509639266737,1,1,12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.15281592312497966,-0.4581476794463822,-0.4712768899101998,1,0,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,-0.21510425234463074,0.27356946398493376,-0.15647863896967393,1,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.1109406814460844,0.5568148098293141,0.40078430602798376,0,1,15,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.17572054383452151,0.43879591572748894,0.7679316041368598,1,1,27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.14114505722908713,-0.08048721832054172,-0.7467167444910043,1,1,24,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,0.2651496937159351,0.36798457926639383,-1.4053799042392603,1,1,20,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,-0.1442048348047893,0.43879591572748894,0.7449379060629537,1,1,19,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,1,-0.21366178577322828,0.3443808004460288,0.21581550159556326,1,1,15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.12422885834627664,0.3915883580867589,-1.1413780554588788,1,1,34,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.09428674921261981,0.6512299251107743,-0.5165014332361497,1,1,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.13301479109936426,0.7692488192125994,-1.3160401104849782,1,1,26,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,-0.014295421162120538,0.7220412615718693,-0.13339462548349995,1,0,40,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,1,-0.14669636797357535,0.3443808004460288,-0.29658738051349504,1,1,27,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,-0.02434897605371334,0.5804185886496791,-1.407795616202253,1,0,49,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,-0.1901889206567703,0.36798457926639383,-0.22463818481857983,1,1,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.24334162825753922,0.509607252188584,0.5389345095749465,1,0,48,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.15937258935862714,0.6512299251107743,0.9280097081567698,1,1,15,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.24421585042202554,-0.269317448883462,0.14898872343419484,0,0,51,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.15723074505563564,-3.1253746861476306,-1.3090305363181474,1,1,17,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
1,1,-0.13170345785263476,0.7928525980329644,1.4875369760376864,1,1,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.23494909547847043,0.6040223674700441,-0.6891222084725996,1,1,34,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.19001407622387304,0.509607252188584,-1.4053889963694428,1,0,52,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,-0.17244221071769777,0.6512299251107743,-0.24489099000361092,1,1,19,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,-0.10176134871897793,-1.048242149955508,0.8872624993253783,1,0,41,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.2279553181625798,-2.1104121968719345,0.91043872162869,1,1,18,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.08576308310887808,0.509607252188584,-0.5166165522522063,1,1,26,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.24399729488090396,0.46239969454785396,-1.403494695919587,1,0,34,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,0,-0.14180072385245188,-3.337808695530916,-1.354323620900368,1,1,31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.1920247872021916,0.46239969454785396,0.6309897715775179,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.18000423244050454,0.509607252188584,-1.3985785459125073,1,1,17,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,1,-0.2012915421457467,0.43879591572748894,2.266803535371816,1,0,41,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,0,1.1780999000890104,-0.7649968041111276,0.5229204698709353,1,1,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.0712947062866293,0.509607252188584,0.7465045092518563,1,1,11,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.24600800585922253,0.48600347336821903,-0.06962039465250167,1,0,55,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,0,-0.14459823477880815,0.6512299251107743,0.18308591568344573,1,1,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,-0.20299627536649506,0.5332110310089491,1.8850507014412408,1,1,19,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.13930919068366585,0.037531675781283434,-0.7619561922629634,1,1,32,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.1928552982584536,0.22636190634420367,0.1014341560760197,0,0,41,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,-0.052979751940640675,0.43879591572748894,0.7359953548650009,1,0,59,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,0,-0.1365553908655339,-0.9538270346740478,0.08402600236670407,1,0,45,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.18830934300312469,0.6748337039311393,1.2465107016598018,1,1,17,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,-0.14612812356665922,0.6276261462904091,0.7094625044093008,1,0,57,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,-0.0683660620356001,0.5804185886496791,0.9736720066885141,1,0,38,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.0874241052214021,-0.2221098912427319,-1.399754922144646,1,0,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,-0.22638171826650438,0.7220412615718693,-0.4752041902902112,1,1,22,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.1286436802769326,0.43879591572748894,-0.09695396602745114,1,1,14,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.18686687643172226,0.509607252188584,0.47867860367217946,0,1,19,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.1352440576188044,-0.056883439500176686,0.3217615390816538,1,0,56,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.09367479369747937,0.061135454601648466,-0.7566226600864838,1,1,31,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.16697832218965822,-0.056883439500176686,-1.4022522303904836,1,0,31,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,4.452761283821909,-0.2221098912427319,1.6129858410400577,1,0,59,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.15036810106441792,0.6512299251107743,-0.8749807238531289,1,1,32,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.23311322893304914,0.6512299251107743,-0.5875980287183954,1,1,34,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.23792145083772395,0.6748337039311393,0.10977895935671773,1,1,11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.2316707623616467,0.061135454601648466,0.7721330695419533,1,1,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,-0.23433713996333,0.5568148098293141,0.3927876999027597,0,1,29,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.14643410132422943,0.36798457926639383,-0.6218376050138217,1,1,18,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,0,-0.20880985276032915,0.037531675781283434,-0.19536917498617817,1,0,46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.16020310041488917,0.6276261462904091,-0.15450911922457347,1,1,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.12081939190477994,-0.8594119193925878,0.4366987882708396,1,1,33,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.13826012408628224,0.509607252188584,-0.17592087753013516,1,1,15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.20614347515864584,-0.5525627947278423,-0.00944136098743064,0,1,18,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.18970809846630282,-2.724110446201425,-0.05756678991371578,1,1,13,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.14188814606890052,-0.12769477596127177,0.2438840927407953,1,1,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.2031711197993923,0.6040223674700441,0.46409067651576486,1,1,7,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0,0,-0.20190349766088714,0.13194679106274354,0.17131120948191542,1,1,30,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,-0.102460726450567,0.6040223674700441,-0.31932565827052534,1,1,29,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.22546378499379374,0.4151921369071239,-0.7962830545228669,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,-0.15045552328086656,-0.08048721832054172,-0.1602313674207309,1,1,18,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.17598281048386744,0.10834301224237852,-0.8008007185411423,1,1,33,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.19770723127135276,0.509607252188584,-1.0988269998084552,1,0,52,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.14569101248441607,-0.19850611242236688,1.6325045731572407,0,1,16,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.18586152094256297,-1.5675252840035385,-0.4040865780139157,1,0,34,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,-0.1273323470302031,0.4151921369071239,-1.0466667251055795,1,1,25,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,-0.199674231141447,0.6040223674700441,2.4685588886949437,0,0,44,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.20575007518462698,0.7692488192125994,-0.6475403867747975,1,1,19,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.12750719146310038,0.4151921369071239,-0.6743243027161736,1,1,19,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.12737605813842742,0.7220412615718693,1.1094789323691656,1,0,39,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,0.7701878381396885,0.6512299251107743,0.01474631819708918,0,1,19,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.15417096747993347,0.4151921369071239,-0.7085686125237733,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.05105646317877075,0.6748337039311393,-0.243076918798284,1,0,31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.13607456867506643,0.6040223674700441,3.2744012787753083,1,1,16,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
1,0,-0.18944583181695693,-0.24571367006309694,-1.4032930748086692,1,1,29,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,-0.20714883064780512,-3.8098842719382167,-0.8309181630955009,1,1,23,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,-0.06023579590587722,0.6040223674700441,-1.0409696591941842,1,1,20,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,1,4.703969022787056,0.7456450403922343,1.712342072218853,1,1,14,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,-0.16256350025900224,0.5332110310089491,1.0816773113105125,1,1,15,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.16321916688236698,-3.3142049167105507,-0.19993341676423984,1,1,11,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.12326721396534168,0.7928525980329644,0.06489466088579067,1,1,28,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.1954779647519126,-1.5439215051831736,0.644956661936785,1,1,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.24535233923585778,0.20275812752383865,-0.5198018272639183,0,1,21,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.055820973975221254,-0.8358081405722226,0.27008427196095,0,1,29,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,2.9829315586710403,0.5804185886496791,-0.2581480428773576,1,1,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,1,-0.22389018509771835,-2.9365444555847104,-0.1539551089598007,1,1,32,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.12396659169693074,-0.056883439500176686,0.4912015834780783,1,1,11,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,1,-0.17628878824143765,0.46239969454785396,-0.4387599333649106,1,1,21,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.16859563319395793,-0.8594119193925878,-1.1574969897926521,1,1,27,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.10390319302196944,0.6040223674700441,-1.4029750490597883,1,1,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,-0.22708109599809345,0.5804185886496791,-1.3191045862660256,1,1,27,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.06093517363746629,-2.2520348697941244,1.4118761387773795,1,1,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.1460407013502106,-1.095449707596238,0.9331379952454116,1,0,58,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,1.9531852711225914,-0.10409099714090675,-1.3997318150316205,1,0,42,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,-0.14888192338479117,-0.316525006524192,-0.1045616667925103,1,1,16,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.23656640648277016,0.5568148098293141,-1.401942609465818,1,0,45,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,0,-0.2314084957123008,0.6984374827515043,1.031446984190968,0,1,34,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,1,-0.24675109469903592,0.46239969454785396,-0.6949610904087093,1,1,25,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1,-0.11212088136814095,0.509607252188584,0.13870355884338398,1,1,18,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,-0.02273166504941363,0.4151921369071239,-1.2912952022474078,1,1,26,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.23529878434426496,0.6512299251107743,-0.5664280582146498,1,1,31,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,-0.1635251446399372,-4.211148511884422,0.5647249559813735,1,1,14,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.13799785743693635,-1.4022988322609835,0.9631350192500792,1,1,11,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1,-0.19525940921079102,0.7928525980329644,0.13936681856911848,1,1,11,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,-0.23298209560837618,0.5804185886496791,-1.3334865109726544,1,1,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.12182474739393923,-1.2842799381591583,-0.34722062418923777,0,1,24,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1,0,-0.21204447476892857,-0.7649968041111276,0.7338145311364807,1,1,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.1323154133677752,0.6984374827515043,-0.5180402033734726,1,1,26,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.06456319562008456,0.6276261462904091,0.9274144216658452,0,1,33,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.2276493404050096,0.43879591572748894,-0.16210015802678224,1,1,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.10123681542028613,0.3207770216256638,1.8910830893549986,1,0,48,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,-0.08864801625168298,0.20275812752383865,-1.4061117090080746,1,0,53,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,-0.2314084957123008,0.2971732428052988,-0.04980004313963083,1,0,56,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,-0.23892680632688323,0.061135454601648466,-0.45617887948198155,1,1,30,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.009006377066978237,-0.009675881859446627,-1.2378549858528496,1,1,25,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,-0.11439385899580541,0.3207770216256638,-1.213936170159778,1,1,22,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,1.0020752672696878,0.4151921369071239,-0.24075617244991843,1,1,19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.10753121500458772,0.36798457926639383,-0.2541681058419783,1,1,17,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,0.006685910785551402,0.43879591572748894,-0.8041105795932577,1,1,21,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,1,-0.10656957062365276,0.46239969454785396,0.35839437913194205,1,1,19,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.12934305800852167,0.7220412615718693,0.6715124225914041,1,1,15,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,-0.1262395693245952,0.5332110310089491,0.9103336376584408,1,1,33,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,-0.2050069863448136,0.15555056988310859,0.5953380939305283,1,0,56,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,1,1.6785920892574349,0.6276261462904091,1.1340487006563207,1,1,14,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.17926114360069118,-1.142657265236968,0.9853846092103296,1,1,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.05367912967222974,-0.41094012180565215,0.7367343507855093,1,1,25,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.16339401131526426,0.509607252188584,0.49125724958123734,1,1,31,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.21912567430126786,-0.5997703523685723,1.0171012235173433,1,0,34,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,-0.22336565179902657,0.7220412615718693,-1.4038078518311436,1,0,41,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,-0.22931036251753362,0.6040223674700441,0.2717779226165862,1,1,16,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.22148607414538093,0.6984374827515043,1.203754590262027,1,0,46,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,-0.17991681022405592,0.22636190634420367,-1.397809071853817,1,1,21,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
1,0,-0.13668652419020685,0.5568148098293141,-0.851779319265055,1,1,20,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,-0.20570636407640266,0.6512299251107743,0.9321795537005451,1,1,10,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.08484514983616744,-2.2520348697941244,0.6953348639766259,0,1,27,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,-0.07090130631261046,0.1791543487034736,0.5387451690880112,0,1,23,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1,0,5.366148601277227,0.27356946398493376,1.0299163556945832,1,1,10,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.1524225231509608,0.2971732428052988,0.7418660460029158,1,1,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.20959665270836683,0.27356946398493376,1.9922361617548094,1,0,32,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.1301735690647837,0.43879591572748894,-1.1103091749576706,1,1,17,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0,1,-0.12741976924665174,0.6276261462904091,-1.0024487158081776,1,1,29,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
